N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8313720732742933,0.7989110275642852,0.792061446132773,0.2553699284009546,0.6930446361948684,0.3472304124786257
Model2,500,2,1,0.8243358000727891,0.7844252120042887,0.7954860799435449,0.29952267303102625,0.5505311109282369,0.36206127486179673
Model3,500,3,1,0.8176634720368797,0.7599197871627567,0.7861125270161601,0.28460620525059666,0.385443371034253,0.319053529615621
Model4,500,1,2,0.867281329613005,0.8516279655204911,0.8539072497577547,0.5059665871121718,0.72011058220709,0.5693774416939272
Model5,500,2,2,0.881475191071212,0.8758880818827057,0.868958792480956,0.538782816229117,0.8309203592239375,0.6213526276819434
Model6,500,3,2,0.8657042338954264,0.8685994654034149,0.8639927488187317,0.5853221957040573,0.7242651156352053,0.6315921693880159
Model7,800,1,2,0.8587892757491205,0.8543401567403239,0.8533685969238605,0.5501193317422435,0.6988422525062993,0.5938785229748067
Model8,800,2,2,0.8828096566783938,0.8790620575486299,0.8780007409073602,0.5978520286396182,0.8007829681842257,0.6697684836639738
Model9,800,3,2,0.8767439039184762,0.8784916991980304,0.8746054242396801,0.5984486873508353,0.7946405691183809,0.6686963444166227
